Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_15/86441958_2ca9_4691_8443_a3b601064946/preview_00020650_001.jpg,painting; manuscript; album,"No: 1920,0917,0.258",,,,"Bahram Gur hunting with Dilaram. Detached folio from a dispersed illustrated manuscript of the Khamsa (Quintet) of Amir Khusraw Dihlavi, later mounted onto a detached album folio. Painting depicts Bahram Gur (central figure) on horseback hunting three doe, illustrating a story recounted in the Hasht Bihisht (Eight paradises) of the Indo-Persian poet Amir Khusraw Dihlavi. Behind the hunter stand two attendants on horseback and one on foot. In the far distance, two hunters stand behind a rocky hill. A stream, rocky hills and minimal foliage decorate the background. Two columns, each composed of three lines of text, appear in the top right corner.
Ink, opaque watercolour and gold on paper.",Made by: Nadím;  Author: Amir Khusraw Dihlavi (author of Hasht Bihisht),,,,,,Mughal dynasty,1610 (circa),Made in: India (historic - pre-1947),,paper,,,painted,"Height: 19.90 centimetres image ; Height: 41.60 centimetres sheet ; Width: 12 centimetres image ; Width: 26.50 centimetres sheet ",Inscription type: signature Inscription position: lower left on green ground Inscription language: Persian Inscription script: Nasta‘liq Inscription transliteration: `amal-i Nadím Inscription translation: The work of Nadim,"This painting depicts one of the many hunting feats of Bahram Gur in which the king boasted that he could make a stag a doe and vice versa. As his consort, Fitna (also spelled Fitneh), strummed the harp, he proceeded to shoot off the antlers of the stag and shoot two arrows into the head of the doe to make two 'antlers' where none had been before.
According to John Seyller, this and 1920,0917,0.59 come from a Khamsa of Amir Khusraw Dihlavi in the Staatsbibliothek in Berlin. The ms. is dated 1610-11.; This scene depicts part of a popular story about the Sasanian ruler Bahram V (ruled AD 420–438), known for his hunting prowess as Bahram Gur (Persian for ‘onager’, a fast-running wild ass). Boasting to his servant Dilaram that he could transform a stag into a doe and vice versa, the ruler shoots the antlers off a stag and forms a pair of antlers on a doe by piercing its head with two arrows. Rooted in oral tradition, this tale was recounted and illustrated in several versions. The scene featured here is from the Hasht bihisht (Eight paradises), one of the five stories included in the Indo-Persian poet Amir Khusraw Dihlavi’s version of the Khamsa.
Text previously identified as the Haft Paykar in the Khamsa of Nizami.  Corrected to the Hasht Bihisht of Amir Khusraw Dihlavi (9 Jul 2012, L.  Akbarnia).",Akbarnia et al 2018 / The Islamic World: a History in Objects,Not on display,"Exhibited:
2012 - 2013 7 Aug - 27 Jan, BM, 'Fair Play: Heroes, Athletes & Princes in Islamic Art'
2002 Jun, BM G34/Addis, The Hunt",,equestrian; hunting/shooting; literature,Representation of: Bahram (Varhran) V,,,Hasht Bihisht; Khamsa of Amir Khusraw Dihlavi,Transferred from: British Library,,,Previous owner/ex-collection: Hon Sir Charles Augustus Murray,1920,From an album (Or 1372) acquired by the British Museum in 1875 from Sir Charles Murray (1806-1895). Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1920.,,Asia,,"1920,0917,0.258",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/3a96e6e1_0674_4adc_b54d_a3b6010ccea1/preview_00022471_001.jpg,painting,"No: 1979,0514,0.1",,,,Painting. Literature. Alexander building the wall against the people of Gog and Magog. From the Iskandarnáma in the Xamsa of Niẓámí. Painted on paper.,,,,,,,,1500 (circa),,Found/Acquired: India,paper,,,painted,Height: 2.30 centimetres; Width: 5.20 centimetres,,,,Not on display,"Exhibited: 
2005 27 Oct-2006 31 Jan, Haengso Museum, Keimyung University, Daegu, Treasures of the World's Cultures
2005 25 Jul-8 Oct, Busan Museum, Treasures of the World's Cultures
2005 11 Apr-10 Jul, Seoul Arts Centre, Treasures of the World's Cultures",,literature,Representation of: Alexander the Great;  Representation of: Gog;  Representation of: Magog,,,Xamsa of Nizami; Iskandarnama,From: Colnaghi,,,,1979,,,Middle East,,"1979,0514,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_20/12980a27_27e3_42dc_bde7_a3e1014e31e9/preview_00128299_001.jpg,painting,"No: 1961,0211,0.2",,,,"Gouache painting on paper. 'Virahanivedana: a lovesick heroine'; an illustrated page from the Rasamanjari. The two lovers are shown in separate buildings, while the woman's attendant acts as a go-between.",Painted by: Golu,,,,,,,1710,Attributed at: Nurpur (historic),Found/Acquired: India,paper,,,painted,Height: 17.20 centimetres; Width: 27.60 centimetres,Inscription type: inscription Inscription position: reverse,"The emotion of their situation - love in separation - is emphasised by the arched back of the woman and the strong colouring of the carpet on which she lies. The artist Golu is subdued in comparison to his father (Devidas) or other artists working in nearby Basohli. Recognisable traits of the artist Golu include a dramatically slanted eye reaching upwards, and the extremely rounded curvature of the ladies' foreheads.   
Blurton, R:
The 'Rasamanjari' by Bhanudatta, itemises the different types of hero and heroine and their distinctive emotional behaviour.","Ahluwalia 2008 / Rajput Painting: Romantic, Divine and Courtly Art from India",Not on display,"Exhibited:
2007 9 Aug-11 Nov, London, BM, Faith, Narrative and Desire: Masterpieces of Indian Painting in the British Museum.",,literature,,,,Rasamanjari,Purchased from: Saeed Motamed,Funded by: Brooke Sewell Permanent Fund,,,1961,,,Asia,,"1961,0211,0.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_17/c7c7a128_94d3_480a_bad4_a3b7011d66f1/preview_00090305_001.jpg,painting,"No: 1913,1218,0.7",,,,Painting. Literature (?). Sonhí Mahínwal crossing a river in her baked pot to meet her lover by moonlight. On paper.,,,,,,,Islamic,1750 (circa),,Found/Acquired: India,paper,,,painted,,,,,Not on display,,,moon; literature,Representation of: Sonhí Mahínwal,,,,Purchased from: Miss d'Eyncourt Tennyson,,,,1913,,,Middle East,,"1913,1218,0.7",,,
,painting,"No: 2004,0408,0.3",,,,Untitled oil painting on canvas.  A central brilliant circular design is enclosed by darker colours.  Signed and dated on the reverse.,Painted by: Biren De,,,,,,,1974,Painted in: India,,canvas,,,painted,Height: 56 centimetres; Width: 81 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: Biren de [sic] '74,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda),Not on display,,Good,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2004,,,Asia,,"2004,0408,0.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/0cbb704a_c461_4883_9c51_a3ba01762245/preview_00269611_001.jpg,painting,"No: 1927,0413,0.1",,,,Painting. Literature. Bahram Gur (Bahram V)  killing the dragon. From the Haft Paikár in the Xamsa of Niẓámí. On paper.,,,,,,,Mughal dynasty,1600,Made in: India (historic - pre-1947),,paper,,,painted,,,"Bahram Gur killing the dragon, from a khamseh of Nizami
Mughal India, c.1610
Opaque watercolour on paper
Although many illustrators of the 'Seven Princesses' section of Nizami's Khamesh concentrated on portraying Bahram Gur visiting the princesses in their different pavillions, other artists preferred to show him in his heroic role of hunter, 'par excellance', slaying dragons, lions or less ferocious animals such as wild asses and deer.; Bahram Gur slays a dragon
Bahram Gur was a Sasanian ruler who reigned from 420-438 AD.  His reputation as a kind monarch as well as an exceptional lover and huntsman gaiend him particular admiration among later Persian poets and writers. Here, he is portrayed as a heroic dragon slayer in an illustration of the epic poem, the Haft Paykar (The Seven Portraits) written by the great Persian poet Nizami. (b. 1141AD).  The dragon in this painting is derived from well-established Persian, Chinese and Indian conventions, including its scaly pink-spotted hide, fire spouting wings, sharp pointed fans and in this case its fiery breath.","Rogers 1983a / Islamic Art and Design, 1500-1700",Not on display,"Exhibited:
2008 14 Apr-5 Nov, BM, Gallery 34, 'Fantastic Creatures'
1977 London, BM, Animals in Art",,dragon; literature,Representation of: Bahram (Varhran) V,,,Haft Paikár; Xamsa of Niẓámí,Purchased from: Luzac & Co,,,,1927,,,Middle East,,"1927,0413,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/8af5032c_93a1_496c_a6e1_a3bb000359a0/preview_00277869_001.jpg,painting; drawing,"No: 1915,0217,0.6",,,,Painting? drawing? Literature. A scene from a romance. Painted on paper.,,,,,,,,1780 (circa),Painted in: Punjab Hills (historic),Found/Acquired: India,paper,,,painted,,,,,Not on display,,,literature,,,,,Purchased from: Dr Ananda Kentish Coomaraswamy,,,,1915,,,Asia,,"1915,0217,0.6",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_17/2c80c0ca_9521_43fc_9f68_a3b7011f14eb/preview_00090405_001.jpg,painting,"No: 1954,0508,0.1",,,,"Fragmentary painting (suffered considerable damage) depicting a love scene from the Anwar-i Suhaili manuscript.  Illustration shows a young man receiving a cloak from a girl outside a palace complex.  Eleven lines of text appear to 'float' within the top/centre, with two below.  Gouache and ink on paper.",,,,,,,Mughal dynasty,1585 (circa),Made in: India (historic - pre-1947),Found/Acquired: India,paper,,,painted,"Height: 26.40 centimetres image ; Height: 36.30 centimetres sheet ; Width: 19.20 centimetres image ; Width: 28.80 centimetres sheet ",,"Although this folio has suffered considerable damage, enough of the painted surface remains to show how in the 1580s and 1590s Akbar's artists composed scenes around large, floating blocks of text.  The manuscript from which this page comes is in the Prince of Wales Museum, Bombay, India.","Pinder-Wilson 1976 / Paintings from the Muslim courts of India: an exhibition held in the Prints & Drawings Gallery, British Museum; Rogers 1993 / Mughal Miniatures (Eastern Art)",Not on display,"Exhibited:
1976 13 Apr-11 Jul, BM, 'Paintings from the Muslim Courts of India'",,textile; child; literature; architecture,Illustration to: Anwár i-Suḥaylí,,,,Purchased from: Luzac & Co,,,,1954,,,Middle East,,"1954,0508,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_17/6001001b_c2d9_47e5_90a0_a3b7011dab2b/preview_00090308_001.jpg,painting; album,"No: 1925,1209,0.1",,,,"Painting; illustration from the Rasikapriya. Two lovers sit on a bed, gazing at one another with hands extended in symbolic gesture.  No text.  Opaque watercolour and ink on paper.",,,,,,,Mughal dynasty,1600 (circa),Made in: India (historic - pre-1947),,paper,,,painted,"Height: 7.80 centimetres image ; Height: 9.80 centimetres sheet ; Width: 12.90 centimetres image ; Width: 15 centimetres sheet ",,,,Not on display,,,literature; love (allegorical),Representation of: Rasikapriya,,,,From: Dr Ananda Kentish Coomaraswamy,,,,1925,,,Asia,,"1925,1209,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/f1c5cb54_65ee_4d5c_b762_a3ba011dc635/preview_00244462_001.jpg,painting,"No: 1965,0724,0.5",,,,"Miniature. Devotion. Literature. Christ entering Jerusalem, from the Dastán-i-Masíḥ of Father Jerome Xavier. On paper.",,,,,,,Mughal dynasty,1610 (circa),Made in: India,Found/Acquired: India,paper,,,,"Height: 14.80 centimetres image ; Height: 17 centimetres sheet ; Width: 7.30 centimetres image ; Width: 9.50 centimetres sheet ",,,"Pinder-Wilson 1976 / Paintings from the Muslim courts of India: an exhibition held in the Prints & Drawings Gallery, British Museum; Rogers 1993 / Mughal Miniatures (Eastern Art)",Not on display,"Exhibited:
1976 13 Apr-11 Jul, BM, 'Paintings from the Muslim Courts of India'
2009/2010 Oct-Mar, Jun-Jul, London, BM, Gallery 34, 'Looking East, Looking West'",,religion/belief; literature,Representation of: Jesus Christ;  Illustration to: Father Jerome Xavier,Topographic representation of: Jerusalem,Associated Event: Christ entering Jerusalem,Dastán-i-Masíḥ,Purchased from: Berkeley Galleries,Funded by: Brooke Sewell Permanent Fund,,Previous owner/ex-collection: Howard Hodgkin,1965,,,Middle East,,"1965,0724,0.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_20/1964cfa0_c9c0_4edf_8a26_a3e1014e2b21/preview_00128295_001.jpg,painting,"No: 1960,0716,0.17",,,,Gouache painting on paper. An illustration from the Rasamanjari.,,,,,,,,1725 (circa),Painted in: Punjab Hills (historic),Found/Acquired: India,paper,,,painted,Height: 21 centimetres; Width: 32 centimetres,,,,Not on display,,,literature,,,,Rasamanjari,Purchased from: Florence Marshall,Funded by: Brooke Sewell Permanent Fund,,,1960,,,Asia,,"1960,0716,0.17",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_23/7ed3c20f_da3f_490c_88c8_a3ba017cc1da/preview_00271838_001.jpg,painting,"No: 1948,1009,0.159",,,,"Manuscript page, painting on paper. An illumination from the Kalpasutra. The associated text has been removed, leaving only the painting.",,,,,,,,1500 (circa),,Found/Acquired: India,paper,,,painted,"Height: 22.40 centimetres Painting only ; Width: 15.50 centimetres Painting only ",,,,Not on display,,,literature; jainism,,,,Kalpasutra,Bequeathed by: Percival Chater Manuk; Bequeathed by: Gertrude Mary Coles,Funded by: Art Fund (as NACF),,,1948,,,Asia,,"1948,1009,0.159",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_9/aa583834_3bba_40f0_9534_a3b700a2fb32/preview_00044959_001.jpg,painting,"No: 1994,0517,0.1",,,,Painting. Painted on cotton. Kali yantra. At the centre Kali is shown four-armed seated on a demonic figure beneath which lie Śiva and a burning corpse. The five sides of the yantra are in this case made up of female figures. The yantra is set within a lotus.,,,,,,,,19thC(late),Painted in: India (historic - pre-1947),,cotton,,,painted,Height: 92 centimetres; Width: 92 centimetres,,,,Not on display,"Sep 2020 - Jan 2021, BM, Room 35, ""Tantra: enlightenment to revolution""",,death; tantric; lotus; devil/demon,Associated with: Śiva (Shiva);  Associated with: Kali,,,,Purchased from: Kapil Jariwala Gallery,,,,1994,,,Asia,,"1994,0517,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/f884b2d9_166b_48ed_bb9c_a3ba016f8691/preview_00267896_001.jpg,painting,"No: 1974,0617,0.6.2",Diwan of Hafiz (Series),,,"Court scene with Abdullah Qutub Shah; single-page painting on a detached album folio, formerly bound in a Diwan of Hafiz (British Library number: Add.16762). Depiction of a court interior with the ruler joined by his attendants, dancers and musicians. No inscription.
Ink, opaque watercolour and gold on paper.",,,,,,,Late Islamic,1630 (circa),Made in: Golconda,,paper; gold,,,painted; gilded,,,,,Not on display,,,dancer; musician; literature,"Portrait of: 'Abdallah Qutub Shah, Sultan of Golconda",,,Diwan of Hafiz,Transferred from: British Library,,,,1974,"From a manuscript presented by Colonel David Ochterlony to William Yule (1764-1839) in Delhi, 10 September 1805. Donated to the British Museum by Yule's sons in 1847 or 1850. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Middle East,,"1974,0617,0.6.2",Miscellaneous number: Add.16762 (British Library number for the Diwan of Hafiz),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/05690634_40d9_41c2_a4ff_a3ba016f89fc/preview_00267898_001.jpg,painting,"No: 1974,0617,0.6.4",Diwan of Hafiz (Series),,,"Garden scene with Sultan Abdullah Qutub Shah; single-page painting on a detached album folio, formerly bound in a Diwan of Hafiz (British Library number: Add.16762). Depiction of Sultan Abdullah Qutub Shah in a garden joined by dancers and attendants. No inscription.
Ink, opaque watercolour and gold on paper.",,,,,,,Late Islamic,1630 (circa),Made in: Golconda,,paper; gold,,,painted; gilded,,,,,Not on display,,,dancer; prince/princess; attendant; garden; literature,"Portrait of: 'Abdallah Qutub Shah, Sultan of Golconda",,,Diwan of Hafiz,Transferred from: British Library,,,,1974,"From a manuscript presented by Colonel David Ochterlony to William Yule (1764-1839) in Delhi, 10 September 1805. Donated to the British Museum by Yule's sons in 1847 or 1850. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Middle East,,"1974,0617,0.6.4",Miscellaneous number: Add.16762 (British Library number for the Diwan of Hafiz),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_1/580fd3e7_76ac_421c_b9f9_a3bb001daad6/preview_00286731_001.jpg,painting,"No: 1920,0917,0.250",,,,Painting. Bhils having killed a black buck. On paper.,,,,,,,Islamic,19thC(late),,Found/Acquired: India,paper,,,painted,,,,,Not on display,,,archer; animal; child; literature,,,,,Transferred from: British Library,,,"Previous owner/ex-collection: Hamilton, George William",1920,From an album (375 / Or 57d) purchased by the British Museum in April 1868 from widow of Colonel George William Hamilton (1807-1868). Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1920.,,Asia,,"1920,0917,0.250",,,
,painting,"No: 2003,1002,0.6",,,,"Untitled painting on paper.  The image is painted in shades of brown, yellow and pink.  A central blue square element is surrounded by neo-tantric images.  At the top of the composition an eye-like shape.  The subject matter is based on tantric ideas.  Mounted on blue card.",Painted by: Santosh,,,,,,,1970s,Painted in: India (probably Delhi),,paper,,,painted,Height: 30.50 centimetres; Width: 22.50 centimetres,,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda); Sheikh 1997 / Contemporary Art in Baroda (comparanda),Not on display,,Good.,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2003,,,Asia,,"2003,1002,0.6",,,
